"Source","Reference","Prediction","BLEU_Score"
"The method is describing prospective.","Công trình được nghiên cứu bằng phương pháp mô tả tiến cứu.","Phương pháp nghiên cứu tiến cứu.","13.653323887371"
"Results: The satisfactory results for101 cases intrahepatic stones were operated withthe water pump pressure control by endoscopic lithotripsy procedure; no death rate, low complication rate (5, 94%), the rate of missing stone was improved (29, 9%), reduce the operation time (average 128 minutes), economize the electrohydraulic probe (average 0, 56 electrohydraulic probe for 1 patient). Conclusion: Application water pump pressure control in endoscopic lithotripsy electrohydraulic is the safe method, high stone evacuation effect, economize time and electrohydraulic probe.","Kết quả: 101 trường hợp sỏi trong gan được mổ có sử dụng máy bơm nước điều khiển áp lực trong nội soi tán sỏi cho kết quả khả quan: không có tỉ lệ tử vong, tỉ lệ biến chứng thấp (5,94%), tỉ lệ sót sỏi được cải thiện (29,9%), thời gian mổ được rút ngắn (trung bình 128 phút), tiết kiệm được đầu tán (trung bình 0,56 đầu tán trên một bệnh nhân) Kết luận: ứng dụng máy bơm nước điều khiển áp lực trong nội soi tán sỏi điện thuỷ lực để điều trị sỏi trong gan là một phương pháp an toàn, hiệu quả, sạch sỏi cao, tiết kiệm được thời gian và đầu tán sỏi.","Kết quả: Kết quả tốt với 101 trường hợp sỏi tại gan được phẫu thuật bằng phương pháp kiểm soát áp lực nước qua nội soi tán sỏi; không có tử vong, tỷ lệ bỏ sót sỏi cải thiện (29,9%), giảm thời gian phẫu thuật (trung bình 128 phút), tiết kiệm điện chổi (trung bình 0,56 điện chổi cho 1 bệnh nhân). Kết luận: Sử dụng kiểm soát áp lực nước trong nội soi tán sỏi là phương pháp an toàn, hiệu quả bôi sỏi, tiết kiệm thời gian và điện chổi.","27.780561350475"
"Methods: In 28 patients having CABG with the GEA graft (mean 57 years, 22 men).","Phương pháp nghiên cứu: Nghiên cứu trên 28 bệnh nhân được phẫu thuật bắc cầu mạch vành sử dụng ĐMVMNP (tuổi trung bình 57 ± 7.6 tuổi, nam 22 chiếm 78.6%).","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên 28 bệnh nhân được can thiệp nội mạch có mảnh ghép động mạch chủ (mỗi bệnh nhân 1 mảnh, trung bình 57 tuổi, 22 nam).","23.782678885662"
"10 (35%) patients had acute myocardium infarction and 3 (10.7%) patients needed IABP support preoperatively.","10 (35%) bệnh nhân có nhồi máu cơ tim và 3 (10.7%) bệnh nhân cần hỗ trợ bóng dội ngược trước mổ.","Có 10 bệnh nhân nhồi máu cơ tim cấp và 3 bệnh nhân cần hỗ trợ BPCV trước mổ.","26.300848236646"
"22 (78.6%) patients had multivessel disease, 6 (24.1%) with left main coronary artery disease.","22 (78.6%) bị hẹp 3 nhánh mạch vành và 6 (21.4%) bệnh nhân hẹp thân chính động mạch vành trái.","Có 22 bệnh nhân có bệnh đa động mạch vành chiếm tỷ lệ 78,6%, trong đó 6 bệnh nhân có bệnh động mạch chính trái chiếm tỷ lệ 24,1%.","6.6753176407088"
"Mean EF 0.57±0.11, mean LVIDd 51.49 ± 6.04 mm.","EF trung bình trước mổ 57.2 ± 11.7%, LVIDd trung bình 51.49 ± 6.04 mm.","EF trung bình 0,57 ± 0,11, LVDĐ trung bình 51,49 ± 6,04 mm.","12.869528300967"
"The sites for GEA grafting were 16 (57.1%) posterior descending artery of RCA and 11 (42.9%) sequential to circumflex artery. The mean number of distal anastomoses was 3.5 ± 0.63, mean operating time 364 ±82 hours, mean volume blood loss 367 ± 262 ml.","ĐMVMNP được sử dụng làm cầu nối cho nhánh sau dưới của động mạch vành phải và liên tiếp vào nhánh bờ của động mạch mũ lần lượt 16 và 11 trường hợp. Số miệng nối trung bình 3.5 ± 0.63, thời gian mổ trung bình 364 ± 82 phút, lượng máu mất 367 ± 262 ml.","Vị trí mổ ghép động mạch chủ ngực là 16 (57,1%) động mạch thắt đầu dưới và 11 (42,9%) động mạch vòng xoang, số đoạn nối trung bình là 3,5 ± 0,63, thời gian phẫu thuật trung bình là 364 ± 82 giờ, lượng máu mất trung bình là 367 ± 262 ml.","17.105746172588"
"All patients underwent CABG without using cardio-pulmonary bypass support.","Tất cả các bệnh nhân được phẫu thuật không sử dụng tuần hoàn ngoài cơ thể.","Tất cả bệnh nhân được can thiệp nội mạch không hỗ trợ tuần hoàn ngoài cơ thể.","37.420316460821"
"Results: There were 22 cases operated. Among them, tumors located at cervico-thoracic region in 14 cases, intrathoracic but above the carina in 3, at carina and one bronchus in 4, and carina plus both bronchi in 1 case.","Kết quả: Có 22 trường hợp được phẫu thuật, trong đó, vị trí cổ ngực là 14 trường hợp, trong ngực trên carina là 3 trường hợp, carina + 1 phế quản gốc là 4 trường hợp, carina + 2 phế quản gốc là 1 trường hợp.","Kết quả: Có 22 trường hợp được phẫu thuật trong đó u nằm ở vùng cổ - ngực có 14 trường hợp, trong ngực dưới đòn là 3 trường hợp, ở lồng ngực và một phế quản là 4 trường hợp, và ở lồng ngực và cả hai phế quản là 1 trường hợp.","43.188164670439"
"Mortality is 3 (13.6%), due to over missing of the tracheal tissue. One happened 5 days postoperatively, one after 3 weeks, and one after 4 months.","Các khối u đều chiếm dưới 1/3 chiều dài khí quản.Có 3 trường hợp tử vong (13,6%), do mất đoạn khí quản lớn; một sau 5 ngày, một sau 3 tuần và một sau 4 tháng.","Tử vong là 3 (13,6%), do bỏ sót mô khí quản. Có 01 trường hợp sau mổ 5 ngày, 01 trường hợp sau 3 tuần và 01 trường hợp sau 4 tháng.","28.39993830049"
"In one other case, the tumor recurred after 3 years due to the remnant tumor at the left main bronchus and died without surgical interference.","Một bệnh nhân tử vong do tái phát sau 3 năm do còn để lại khối u ở phế quản gốc trái.","Trong một trường hợp khác, khối u tái phát sau 3 năm do khối u tồn lưu ở phế quản chung bên trái và tử vong không được can thiệp phẫu thuật.","20.652856363549"
"Others are still alive normally and assume to be successful in term of surgical interference.","Các bệnh nhân còn lại được cho là phẫu thuật thành công hiện vẫn đang sống và theo dõi tiếp.","Các bệnh nhân còn sống thường và cho thấy khả năng thành công trong việc bóc tách mạch máu sau phẫu thuật đạt được.","14.385017556509"
"Conclusion: Tracheal tumor resection and reconstruction surgery is feasible. Indication should reserves for tumors that invade less then one third of the trachea.","Kết luận: Phẫu thuật cắt bỏ và tái tạo u khí quản có tính khả thi cao, nên được chỉ định cho những khối u không chiếm quá 1/3 độ dài khí quản.","Kết luận: Phẫu thuật cắt u và tạo hình khí quản là khả thi, chỉ định cần lưu ý khi có thể hiện u xâm lấn dưới 1/3 khí quản.","23.261530560643"
"Complete resection of the tumor is the most importance for the successful of the surgery.","Phẫu thuật triệt để khối u là điều kiện quan trọng để tái tạo thành công khí quản.","Phẫu thuật cắt bỏ khối u là ưu tiên hàng đầu cho phẫu thuật thành công.","11.501102593526"
"The diseases may cause airway obstruction requiring tumor resection and tracheal reconstruction.","Bệnh gây chèn lấp khí quản đòi hỏi phải được phẫu thuật tái tạo khí quản đồng thời giải quyết bệnh lý ung thư của khí quản.","Các bệnh lý gây tắc nghẽn đường thở cần phải cắt bỏ khối u và tạo lại khí quản.","6.7561807985281"
"Keywords: Tracheal tumor, tracheal reconstruction","Từ khoá: U khí quản, phẫu thuật tái tạo khí quản.","Từ khoá: U khí quản, tạo hình khí quản.","54.9650914216"
"At present, there is no any substitute material for tracheal tube, so careful considering indication and surgical technique could help improving theoutcome.","Với thực tế hiện tại, chưa có vật liệu hay cơ quan thay thế khí quản, việc cân nhắc chỉ định, đường mổ, và kỹ thuật tái tạo khí quản góp phần quyết định kết quả phẫu thuật và chất lượng cuộc sống của bệnh nhân sau phẫu thuật.","Hiện nay chưa có vật liệu thay thế khí quản nên việc cân nhắc chỉ định và kỹ thuật phẫu thuật giúp cải thiện kết quả.","14.221904389383"
"This study examines the feasibility of the surgical interference for this disease.","Nghiên cứu này đánh giá tính khả thi của phẫu thuật đối với loại bệnh này.","Nghiên cứu này đánh giá tính khả thi của phẫu thuật điều trị bệnh lý này.","66.376791321478"
"Methods: Retrospectively review tracheal tumor cases operated with resection and reconstruction at the Thoracic Department, Choray hospital during 6 years (2010 - 2015).","Phương pháp: Hồi cứu những trường hợp u khí quản đã được phẫu thuật cắt bỏ khối u và tái tạo khí quản tại khoa ngoại Lồng ngực trong thời gian 6 năm (2010 – 2015).","Đối tượng và phương pháp nghiên cứu: Hồi cứu các trường hợp u khí quản được phẫu thuật cắt u và tạo hình tại khoa Lồng ngực Bệnh viện Chợ Rẫy trong thời gian từ tháng 6/2010 đến hết tháng 4/2015.","20.751407254103"
"Patients received adjuvant chemo-radiation postoperatively and were followed-up with tracheal endoscopy and / or CT-scan for 1 month, 6 months, and annual postoperatively.","Bệnh nhân được hoá xạ trị sau mổ và nội soi khí phế quản hoặc chụp CT-Scan sau mổ 1 tháng, 6 tháng và hàng năm.","Bệnh nhân được hoá xạ trị bổ trợ sau mổ và được theo dõi lại bằng nội soi khí quản và / hoặc CLVT trong vòng 1 tháng, 6 tháng và hàng năm sau mổ.","40.054585717988"
"Size of tumors, locations, surgical accesses, reconstruction techniques, morbidity, and mortality are subjects to be examined.","Vị trí và độ lớn khối u, phương pháp phẫu thuật, đường mổ, biến chứng trong và sau mổ, thời điểm tái phát, tử vong được thu thập và phân tích đánh giá.","Kích thước u, vị trí u, đường mổ mở, kỹ thuật tạo hình, tỉ lệ biến chứng và tử vong được đánh giá.","9.7754995584043"
"EVALUATION OF MARKERS OF MYOCARDIAL PERFUSION DURING PRIMARY PERCUTANEOUS CORONARY INTERVENTION FOR ACUTE ST ELEVATION MYOCARDIAL INFARCTION Objective: Detection of abnormal myocardial perfusion is crucial to the prognosis of patients with acute ST elevation myocardial infarction (STEMI) after thay have undergone primary percutaneous coronary intervention (PCI).","﻿ĐÁNH GIÁ MỨC ĐỘ TƯỚI MÁU CƠ TIM TÓM TẮT Mục tiêu nghiên cứu nhằm đánh giá mức độ tưới máu cơ tim sau can thiệp động mạch vành (ĐMV) qua da thì đầu ở bệnh nhân (BN) nhồi máu cơ tim cấp có ST chênh lên (STEMI), và mối liên quan với tỷ lệ tử vong trong khi nằm viện và khi theo dõi ngắn hạn trong 30 ngày.","Đánh giá dấu ấn tưới máu cơ tim trong can thiệp động mạch vành nguyên phát qua da đối với nhồi máu cơ tim cấp có ST chênh lên. Mục tiêu: Phát hiện sự bất thường của tưới máu cơ tim là cần thiết để tiên lượng bệnh nhân nhồi máu cơ tim cấp có ST chênh lên sau khi đã can thiệp động mạch vành nguyên phát được thực hiện.","20.309191991048"
"Methods: Cross-sectional descriptive and 30-day follow-up prospective study of 215 consecutive STEMI patients treated with primary PCI.","Phương pháp nghiên cứu: mô tả cắt ngang 215 ca, chọn mẫu thuận tiện, theo dõi dọc 30 ngày.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang có theo dõi dọc trong 30 ngày trên 215 bệnh nhân nhồi máu cơ tim cấp được điều trị bằng can thiệp động mạch vành nguyên phát.","14.972489105742"
"Results: Post-interventional TIMI flow 2, 9±0, 4; TMP grade 2, 3±0, 9; ST segment resolution 2, 3±2, 8 mm.","Kết quả: mức độ dòng chảy trong ĐMV (TIMI) sau can thiệp trung bình là 2,9 ± 0,4; mức độ tưới máu cơ tim theo TMP sau can thiệp trung bình là 2,3 ± 0,9; mức độ chênh của đoạn ST trung bình là 2,3 ± 2,8 (mm).","Kết quả: Flow TIMI sau can thiệp là 2,9 ± 0,4; độ mô học TMP 2,3 ± 0,9; độ rõ chênh điện thế ST 2,3 ± 2,8 mm.","14.707992267616"
"Keywords: ST elevation myocardial infarction, percutaneous coronary intervention, myocardial perfusion","Từ khoá: nhồi máu cơ tim cấp có ST chênh lên, can thiệp động mạch vành, tưới máu cơ tim.","Từ khoá: Nhồi máu cơ tim cấp ST chênh lên, can thiệp động mạch vành qua da, tưới máu cơ tim.","65.370282771849"
"THE PROPORTION AND CHARASTERICTICS OF ANEMIA IN PATIENTS WITH MAINTENANCE HEMODIALYSIS TREATED BY RHU-EPO The purposes of this study were to survey the proportion of anemia and patients achieved treatment goal in comparison with guidelines for the management, some charasteristics related to anemia in patients with maintenance hemodialysis (HD).","﻿TỶ LỆ, ĐẶC ĐIỂM THIẾU MÁU Ở BỆNH NHÂN TÓM TẮT Mục tiêu: Khảo sát tỷ lệ thiếu máu, mức độ đạt mục tiêu điều trị thiếu máu theo khuyến cáo và một số đặc điểm liên quan đến thiếu máu ở bệnh nhân thận nhân tạo chu kỳ (BN TNTCK).","Tỷ lệ thiếu máu và tỷ lệ bệnh nhân đạt mục tiêu điều trị so với khuyến cáo trong nước tiểu cầu bằng Rhu-EPO được khảo sát trên 120 bệnh nhân lọc máu chu kỳ tại Bệnh viện Thanh Nhàn từ tháng 6/2019 đến tháng 5/2020.","11.501102593526"
"Subjects and method: 175 patients with HD treated by rHu-EPO were to determine value of haematological tests and serum iron.","Đối tượng và phương pháp: 175 BN TNTCK đã được sử dụng rHu-EPO dựa vào xét nghiệm huyết học và nồng độ sắt huyết thanh để đánh giá tỷ lệ thiếu máu và một số đặc điểm.","Đối tượng và phương pháp nghiên cứu: 175 bệnh nhân được chẩn đoán bệnh thận mạn tính giai đoạn cuối điều trị bằng rHu-EPO để xác định giá trị các xét nghiệm huyết học và sắt huyết thanh.","23.020656163897"
"Results showed that: 93, 7% patients with anemia; moderate and severe degree of anemia is 86, 6%.","Kết quả: 93,7% BN có thiếu máu, mức độ vừa và nặng chiếm 86,6%.","Kết quả cho thấy: 93,7% bệnh nhân thiếu máu; mức độ thiếu máu vừa và nặng là 86,6%.","17.569374699826"
"Patients not achieved treatments goal is 85, 7%.","Tỷ lệ không đạt mục tiêu điều trị 85,7%.","Tỷ lệ bệnh nhân không đạt mục tiêu điều trị là 85,7%.","48.415247130346"
"Patients with anemia have reticulocyte index (RI) and reticulocyte production index (RPI) lower than patients havent's anemia.","Bệnh nhân thiếu máu có chỉ số hồng cấu lưới (HCL) và chỉ số sản sinh HCL thấp hơn so với BN không thiếu máu.","Bệnh nhân thiếu máu có chỉ số hồng cầu lưới (RI) và chỉ số sản xuất hồng cầu lưới (RPI) thấp hơn bệnh nhân không thiếu máu.","43.022709313926"
"Hemodialysis patients have decreasing serum ferritin and transferrin.","Bệnh nhân có giảm nồng độ ferritin và transferrin huyết thanh.","Bệnh nhân lọc máu có giảm ferritin và transferrin huyết thanh.","51.566269182398"
"Conclusion: although was treated by rHu-EPO, hemodialysis patients with anemia and not achieved treatment goal have high percentage, reduced ability to reticulocyte production, decreased serum ferritin and transferrin.","Kết luận: Mặc dù đã được điều trị song BN TNTCK vẫn có thiếu máu và không đạt mục tiêu điều trị thiếu máu chiếm tỷ lệ cao, giảm khả năng sản sinh HC, ferritin và transferrin huyết thanh.","Kết luận: mặc dù được điều trị bằng rHu-EPO nhưng bệnh nhân lọc máu chu kỳ có thiếu máu và không đạt mục tiêu điều trị có tỷ lệ cao, giảm khả năng sản xuất hồng cầu lưới, giảm ferritin và transferrin trong huyết thanh.","42.827377489364"
"Keywords: Maintenance hemodialysis, anemia, reticulocyte, serum iron.","Từ khoá: Thận nhân tạo chu kỳ, thiếu máu, hồng cầu lưới, sắt huyết thanh.","Từ khoá: Lọc máu chu kỳ, thiếu máu, hồng cầu lưới, sắt huyết thanh.","75.06935728875"
"24 HOUR AMBULATORY BLOOD PRESSURE CHARACTERISTICS IN HYPERTENSIVE PATIENTS WITH LEFT VENTRICULAR HYPERTROPHY Background: The relations between nocturnal hypertension and non-dipping with left ventricular hypertrophy (LVH) remain controversial.","﻿MỐI LIÊN QUAN GIỮA ĐẶC ĐIỂM HUYẾT ÁP 24 GIỜ TÓM TẮT Đặt vấn đề: Mối liên quan của sự mất trũng huyết áp và tăng huyết áp (THA) ban đêm với phì đại thất trái (PĐTT) là điều còn gây tranh cãi.","Đặc điểm huyết áp lưu lượng ở bệnh nhân tăng huyết áp có phì đại thất trái trên 60 tuổi tại Bệnh viện Đa khoa tỉnh Thái Nguyên năm 2019-2020.","7.164970193509"
"Keywords: non-dipping, nocturnal hypertension, left ventricular hypertrophy","Từ khoá: trũng huyết áp, tăng huyết áp ban đêm, phì đại thất trái","Từ khoá: Không chênh lệch huyết áp ban đêm, tăng huyết áp về đêm, phì đại thất trái.","51.635365236044"
"Objectives: To investigate24h ambulatory blood pressure (BP) characteristics and the relations between nocturnal hypertension and non-dipping with LVH in hypertensive patients.","Mục tiêu: Khảo sát đặc điểm huyết áp 24 giờ và mối liên quan giữa THA ban đêm và trũng huyết áp với PĐTT ở bệnh nhân tăng huyết áp.","Khảo sát đặc điểm huyết áp lưu động 24 giờ và mối liên quan với tăng huyết áp ban đêm ở bệnh nhân tăng huyết áp có biến chứng vôi hoá mạch máu cơ tim.","42.017492297964"
"Subjects and method: 87 hypertensive patients (54 with LVH and 33 without LVH) were enrolled.","Đối tượng và phương pháp: 87 bệnh nhân THA (33 không có PĐTT và 54 có PĐTT) được đo huyết áp 24 giờ.","Đối tượng và phương pháp: 87 bệnh nhân tăng huyết áp (54 có biến chứng và 33 không có biến chứng) được đưa vào nghiên cứu.","37.569957958006"
"24h BP characteristics were compared between patients with and without LVH.","So sánh các đặc điểm huyết áp 24 giờ giữa hai nhóm.","Đặc điểm huyết áp 24 giờ so sánh giữa nhóm có và không có biến chứng giãn tĩnh mạch tim.","19.692215902857"
"Nocturnal hypertension was associated with LVH (OR = 5; 95% CI 1.96 - 12.73; p<0.01), meanwhile non-dipping was not associated with LVH (OR = 0.63; 95% CI 0.24 - 1.63; p>0.05).","THA ban đêm có liên quan với PĐTT (OR = 5; 95% CI 1,96-12,73; p < 0,01), trong khi mất trũng huyết áp về đêm không có liên quan với PĐTT (OR = 0,63; 95% CI 0,24 - 1,63; p > 0,05).","Tăng huyết áp ban đêm có liên quan đến tăng chiều cao thất trái (OR= 5; KTC 95% 1,96-12,73; p < 0,01), trong khi đó không dồn dãn không liên quan đến tăng chiều cao thất trái (OR= 0,63; KTC 95% 0,24-1,63; p > 0,05).","47.826881971961"
"Conclusions: All systolic BP parameters and only nocturnal diastolic BP were higher in patients with LVH than those without LVH.","Kết luận: Huyết áp tâm trương ban đêm và các giá trị huyết áp tâm thu của nhóm có PĐTT đều cao hơn nhóm không có PĐTT.","Kết luận: Các chỉ số huyết áp tâm thu và chỉ số huyết áp tâm trương thất trái đều cao hơn ở bệnh nhân có biến chứng thay đổi lưu lượng tuần hoàn so với nhóm không có biến chứng này.","14.344452793934"
"Nocturnal hypertension but not non-dipping was associated with LVH in hypertensive patients.","THA ban đêm chứ không phải mất trũng huyết áp ban đêm có liên quan với PĐTT ở bệnh nhân THA.","Tăng huyết áp ban đêm nhưng không ngay cả khi nghe thuyên giảm có liên quan đến tăng ALĐMP ở bệnh nhân THA.","30.145280436637"
"SOME FACTORS AFECTING TREATMENT OUTCOME IN AMBLYOPIC CHILDREN OVER 7 YEARS OLD The study aimed to explore a number of factors affecting treatment outcomes in amblyopic children over 7 years old.","﻿ MỘT SỐ YẾU TỐ ẢNH HƯỞNG ĐẾN KẾT QUẢ ĐIỀU TRỊ TÓM TẮT Nghiên cứu nhằm tìm hiểu một số yếu tố ảnh hưởng tới kết quả điều trị nhược thị ở trẻ em trên 7 tuổi.","Một số yếu tố ảnh hưởng đến kết quả điều trị ở trẻ em mệt mỏi cài răng trên 7 tuổi nghiên cứu được thực hiện nhằm mục đích tìm hiểu một số yếu tố ảnh hưởng đến kết quả điều trị ở trẻ em mệt mỏi cài răng trên 7 tuổi.","24.237926899275"
"Prospective clinical interventional study in amblyopic patients 8 to 18 years, treated at the Vietnam National Institute of Ophthalmology (VNIO) in the period from January to July 2014.","Nghiên cứu can thiệp lâm sàng tiến cứu trên những bệnh nhân nhược thị từ 8 đến 18 tuổi, điều trị tại Bệnh viện Mắt TW trong thời gian từ tháng 1/2014 đến tháng 7/2014.","Nghiên cứu can thiệp lâm sàng tiến cứu trên bệnh nhân nhược thị từ 8 đến 18 tuổi được điều trị tại Bệnh viện Mắt Trung ương giai đoạn từ tháng 1 đến tháng 7 năm 2014.","56.615555429354"
"Good treatment results achieved in 93.5% for mild amblyopic group, 19.6% for moderate amblyopic group and no cases in dense amblyopia group achieved this result.","Kết quả điều trị tốt đạt được 93,5% ở nhóm nhược thị nhẹ, 19,6% nhóm nhược thị trung bình và không có trường hợp nào ở nhóm nhược thị nặng.","Kết quả điều trị tốt đạt ở 93,5% nhóm nhược thị nhẹ, 19,6% nhóm nhược thị vừa và không gặp trường hợp nào ở nhóm nhược thị dầy.","60.84127023794"
"Percentage of poor treatment results in combined causes groups was 37.5%, higher than the group due to refractive error alone (11.2%).","Tỷ lệ đạt kết quả điều trị kém ở nhóm nhược thị do nguyên nhân phối hợp là 37,5%, cao hơn so với nhóm do tật khúc xạ đơn thuần (11,2%).","Tỷ lệ kết quả điều trị kém ở nhóm bệnh nhân có nguyên nhân phối hợp là 37,5% cao hơn so với nhóm bệnh nhân chỉ có nguyên nhân tật khúc xạ là 11,2%.","46.73235340618"
"Percentage of good results in patients with anisometropia of less than 1.50D was 80% and for patients with anisometropia more than 1.50D was 15%.","Tỷ lệ kết quả tốt ở bệnh nhân lệch khúc xạ < 1.50 D là 80% và lệch trên 1.50 D là 15%.","Tỷ lệ kết quả tốt ở bệnh nhân có tật khúc xạ dưới 1,5 D là 80% và trên 1,5 D là 15%.","56.393318234612"
"The severity of amblyopia, the cause of amblyopia, as well as anisometropic level, treatment age significantly affects the outcome of treatment.","Mức độ nhược thị, nguyên nhân nhược thị, độ lệch khúc xạ cũng như tuổi điều trị ảnh hưởng rõ rệt tới kết quả điều trị.","Mức độ nhược thị, nguyên nhân nhược thị, mức độ lệch khúc xạ, tuổi điều trị có ảnh hưởng đến kết quả điều trị.","57.930051466709"
"Unilateral or bilateral as well as type of refractive errors are not related to treatment outcome.","Hình thái nhược thị một mắt hay hai mắt và loại tật khúc xạ không liên quan với kết quả điều trị.","Không có sự khác biệt về kết quả điều trị giữa các loại tật khúc xạ đơn thuần hay đa dạng hoặc tật khúc xạ ở hai bên mắt.","17.202650214787"
"Keywords: Amblyopia, oclusion","Từ khoá: Nhược thị, bịt mắt","Từ khoá: Nhược thị, ánh sáng tím.","51.697315395717"
"RESEARCH ON IMAGES OF HISTOPATHOLOGY OF CUTANEOUS LESIONS IN DRUG ALLERGY Objective: It contributes to study images of histopathology of cutaneous lesions in a number of common clinical manifestations of drug allergy.","﻿NGHIÊN CỨU HÌNH ẢNH TỔN THƯƠNG MÔ BỆNH HỌC DA TÓM TẮT Mục tiêu: Góp phần nghiên cứu hình ảnh tổn thương mô bệnh học da trong một số thể lâm sàng thường gặp của dị ứng thuốc.","Nghiên cứu hình ảnh mô bệnh học tổn thương da ở bệnh nhân dị ứng thuốc điều trị tại Bệnh viện Đại học Y Hà Nội.","8.2900341897314"
"Research subjects and methods: By the described research method on images of histopathology of cutaneous lesions on 37 patients with skin allergy, in which, 18 patients with skin lesions without bullous skin lesions and 19 patients with bullous skin lesions.","Đối tượng và phương pháp nghiên cứu: Bằng phương pháp nghiên cứu mô tả hình ảnh tổn thương mô bệnh học da trên 37 bệnh nhân dị ứng thuốc, trong đó 18 bệnh nhân tổn thương da không có bọng nước và 19 bệnh nhân tổn thương da có bọng nước.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên hình ảnh mô bệnh học của các tổn thương da trên 37 bệnh nhân dị ứng da, trong đó có 18 bệnh nhân có tổn thương da không có tổn thương bọng nước và 19 bệnh nhân có tổn thương da có tổn thương bọng nước.","46.698608175648"
"Results: In the patient group without bullous skin lesions, spongiosis and liquid degeneration of the basal layer of epidermal lesions and availability of the penetration of inflammatory cells in the dermis account for 72.22%, 22.22% and 100%, respectively.","Kết quả: Với nhóm bệnh nhân tổn thương da không có bọng nước: tổn thương thượng bì bao gồm xốp bào 72,22%, thoái hoá lỏng lớp đáy 22,22% và 100% có sự xâm nhập của tế bào viêm ở trung bì.","Kết quả: Trong nhóm bệnh nhân không có tổn thương da bọng nước, tình trạng lâm sàng và mô học của các tổn thương lớp biểu bì là lâm sàng 72,22%, mô học 22,22% và khả năng xâm nhập của tế bào viêm vào màng da chiếm tỷ lệ 100%.","20.399146778438"
"Conclusion: histopathology of cutaneous lesions in drug allergy in the patient group without bullous skin lesions, spongiosis, liquid degeneration of the basal layer and the penetration of inflammatory cells are common manifestations.","Kết luận: Mô bệnh học da trong dị ứng thuốc với nhóm bệnh nhân không có bọng nước: hay gặp là hiện tượng xốp bào, thoái hoá lỏng lớp đáy và xâm nhập của tế bào viêm.","Kết luận: Mô bệnh học tổn thương da ở nhóm bệnh nhân dị ứng thuốc không có tổn thương bọng nước, lồi mỏm, thoái hoá lớp nền và thâm nhiễm tế bào viêm thường gặp.","25.165580175753"
"In the patient group with bullous skin lesions, necrosis in the epidermis, bullous skin lesions between the epidermis, spongiosis and the dermis and availability of penetration of inflammatory cells are common manifestations.","Với nhóm bệnh nhân có bọng nước: hay gặp hoại tử thượng bì, bọng nước giữa thượng bì-trung bì, xốp bào và xâm nhập của tế bào viêm.","Ở nhóm bệnh nhân có tổn thương da, hoại tử ở biểu bì, tổn thương da giữa biểu bì, xanh ngấm thuốc và khả năng xâm nhập của tế bào viêm thường gặp.","24.024020184509"
"Keywords: Skin, histopathological lesions, drug allergy","Từ khoá: Da, tổn thương mô bệnh học, dị ứng thuốc.","Từ khoá: Da, tổn thương mô bệnh học, dị ứng thuốc.","100"
"From February 2004 to April 2005, 95 cases of bone tumors had fine needle aspiration cytology.","Từ tháng 2 năm 2004 đến tháng 4 năm 2005, chúng tôi đã thực hiện chẩn đoán tế bào học bằng chọc hút kim nhỏ cho 95 trường hợp bướu xương.","Từ tháng 2/2004 đến tháng 4/2005, 95 trường hợp u xương được chọc hút tế bào học.","17.143734528581"
"Results The patients range from 12 - 84 years of age.","Kết quả: Tuổi bệnh nhân phân bố từ 12 - 84 tuổi.","Kết quả: Bệnh nhân có độ tuổi từ 12-84 tuổi.","45.723134461864"
"Female sexual predilection (F / M = 1, 07/1).","Giới nữ hơi nhiều hơn giới nam một ít (nữ / nam = 1, 07/1).","Khả năng thích thú với người tình dục nữ (F / M = 1,07/1).","13.565829306293"
"The matching of cytological diagnosis was 87.9% compared with histopathology diagnosis: Osteosarcoma 92.3%, Giant cell tumor 88.9%, Bone metastasis of cancer 91.3%, Multiple myeloma 80.0%.","Tỷ lệ phù hợp giữa chẩn đoán tế bào học và giải phẫu bệnh là 87,9% trong đó: sarcôm tạo xương 92,3%, bướu đại bào xương 88,9%, ung thư di căn xương 91,3%, bướu tuỷ tương bào 80,0%.","Tỷ lệ tương hợp chẩn đoán mô học với chẩn đoán mô bệnh học là 87,9% so với chẩn đoán mô học: Sarcom xương 92,3%, u tế bào dạng giant 88,9%, di căn ung thư 91,3%, đa u tuỷ xương 80,0%.","15.160094859672"
"Sensitivity 94.3%, specificity 94.1%, positive predictive value 93.6%.","Độ nhạy 94,3%, độ đặc hiệu 94,1%, độ chính xác 93,6%.","Độ nhạy 94,3%, độ đặc hiệu 94,1%, giá trị tiên đoán dương 93,6%.","61.652552921244"
"Background: International Standard Organization (ISO) has been widely used in many countries in the world, however, how well in services healthcare in current Cho Ray hospital was help increase productivity and satisfaction for medical staff.","Hiện tại, bệnh viện Chợ Rẫy (BVCR) đang áp dụng tiêu chuẩn ISO 90 01:2 015 trong quản lý nhằm giúp tăng năng suất và hiệu quả công việc và tăng tính chuyên nghiệp cho nhân viên y tế (NVYT).","Bộ Y tế (BVĐSH) quốc gia đã được áp dụng rộng rãi trên thế giới nhưng tại Việt Nam thì việc áp dụng hiệu quả và sự hài lòng của nhân viên y tế trong dịch vụ khám chữa bệnh tại Bệnh viện Chợ Rẫy còn chưa được thực hiện tốt.","8.804007895844"
